timestamp,open,high,low,close,volume
2018-07-06 15:03:00,101.1150,101.1200,101.1000,101.1050,36402
2018-07-06 15:02:00,101.1100,101.1200,101.1100,101.1150,27208
2018-07-06 15:01:00,101.0950,101.1200,101.0900,101.1150,15675
2018-07-06 15:00:00,101.1200,101.1200,101.0900,101.0900,35577
2018-07-06 14:59:00,101.1100,101.1200,101.1100,101.1150,18218
2018-07-06 14:58:00,101.1250,101.1400,101.1000,101.1150,35681
2018-07-06 14:57:00,101.1250,101.1400,101.1200,101.1250,39524
2018-07-06 14:56:00,101.0800,101.1300,101.0800,101.1205,30813
2018-07-06 14:55:00,101.0750,101.0850,101.0500,101.0800,17723
2018-07-06 14:54:00,101.1050,101.1070,101.0600,101.0700,33429
2018-07-06 14:53:00,101.1000,101.1052,101.0800,101.1000,9552
2018-07-06 14:52:00,101.0900,101.1200,101.0850,101.1050,24254
2018-07-06 14:51:00,101.1050,101.1200,101.0800,101.0900,20426
2018-07-06 14:50:00,101.1050,101.1200,101.1000,101.1100,13118
2018-07-06 14:49:00,101.0800,101.1100,101.0800,101.1085,16779
2018-07-06 14:48:00,101.0900,101.0950,101.0800,101.0844,7864
2018-07-06 14:47:00,101.0848,101.0910,101.0700,101.0800,14362
2018-07-06 14:46:00,101.0700,101.0999,101.0650,101.0850,19312
2018-07-06 14:45:00,101.0450,101.0700,101.0400,101.0700,8511
2018-07-06 14:44:00,101.0400,101.0560,101.0300,101.0500,15819
2018-07-06 14:43:00,100.9950,101.0500,100.9950,101.0500,10114
2018-07-06 14:42:00,100.9900,101.0000,100.9800,101.0000,17155
2018-07-06 14:41:00,100.9601,101.0000,100.9600,100.9900,13643
2018-07-06 14:40:00,100.9900,101.0100,100.9650,100.9700,25902
2018-07-06 14:39:00,100.9910,101.0000,100.9900,101.0000,7491
2018-07-06 14:38:00,101.0200,101.0300,100.9800,100.9900,24566
2018-07-06 14:37:00,101.0350,101.0500,101.0100,101.0150,25618
2018-07-06 14:36:00,101.0400,101.0500,101.0300,101.0300,10280
2018-07-06 14:35:00,101.0500,101.0600,101.0400,101.0400,13557
2018-07-06 14:34:00,101.0300,101.0550,101.0200,101.0510,11590
2018-07-06 14:33:00,101.0450,101.0650,101.0200,101.0350,17857
2018-07-06 14:32:00,101.0500,101.0650,101.0450,101.0500,18541
2018-07-06 14:31:00,101.0500,101.0500,101.0250,101.0500,16842
2018-07-06 14:30:00,101.0499,101.0600,101.0450,101.0500,14215
2018-07-06 14:29:00,101.0600,101.0800,101.0400,101.0455,12343
2018-07-06 14:28:00,101.0750,101.0850,101.0600,101.0650,41710
2018-07-06 14:27:00,101.0700,101.0800,101.0500,101.0750,31260
2018-07-06 14:26:00,101.0800,101.0800,101.0700,101.0750,9701
2018-07-06 14:25:00,101.0800,101.0800,101.0550,101.0750,23950
2018-07-06 14:24:00,101.0750,101.0800,101.0700,101.0750,13466
2018-07-06 14:23:00,101.0800,101.0800,101.0700,101.0740,10264
2018-07-06 14:22:00,101.0700,101.0800,101.0632,101.0750,13050
2018-07-06 14:21:00,101.0700,101.0800,101.0600,101.0600,20402
